title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Dementia/Alzheimer's Comorbidity Effect,Study the effect of comorbidities while controlling for other clinically reported factors in the development of Alzheimer's disease and dementia that leads to disproportionate morbidity between ethnicities. We would like to explore what health elements are responsible for this diagnosis…,"Scientific Questions Being Studied
Study the effect of comorbidities while controlling for other clinically reported factors in the development of Alzheimer's disease and dementia that leads to disproportionate morbidity between ethnicities. We would like to explore what health elements are responsible for this diagnosis that causes a difference in its occurrence between ethnicities. We would also like to consider some of the underlying genetic interactions which influence Alzheimer's and dementia development that would establish a clearer cause of the observed ethnic differences due to genetic factors that are non-specific to ethnicity. Understanding the impact of comorbidities and other clinical factors may be used in a preventative medicine and public health context to better understand the progression of disease among subpopulations due to other underlying medical conditions that are easier to address and thus may improve preventative treatment that focuses on resolving the health disparity between ethnic groups.","Project Purpose(s)
Disease Focused Research (Dementia and Alzheimer's Disease)","Scientific Approaches
This research is part of an undergraduate thesis project and thus scientific approaches will be adjusted over time and will be reflected here. The datasets and tools used will all come from the secure AoU workspace.","Anticipated Findings
Anticipated findings include the ethnic disparity in Alzheimer’s and dementia morbidity that can be explained by a disproportionate occurrence of comorbidities and potential differences in the APOE allele between subpopulations. The demographics of the current cohort of those affected by Alzheimer’s disease and dementia will be better understood for causes that lead to a disproportionate health effect.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Cayden Goeringer
- Undergraduate Student, Arizona State University"
Underdiagnosis of Dementias,The national prevalence of Alzheimer’s disease is estimated to be 11% in individuals over 65 years old and 1.5-2.0 times higher in underrepresented racial and ethnic groups including Black and Hispanic/Latinx. In real world medical care based on prior studies…,"Scientific Questions Being Studied
The national prevalence of Alzheimer’s disease is estimated to be 11% in individuals over 65 years old and 1.5-2.0 times higher in underrepresented racial and ethnic groups including Black and Hispanic/Latinx. In real world medical care based on prior studies and our work, less than half of patients with dementia have been formally diagnosed and significantly more so in underrepresented racial and ethnic groups. Our scientific questions are:
1. Are dementias underdiagnosed in the electronic health record (EHR) compared to population estimates?
2. What are the risk factors for patients to not be formally diagnosed with dementias?
3. How do the underdiagnosis and risk factors differ across racial and ethnic groups?
We hypothesize dementias are underdiagnosed the EHR, more so in underrepresented racial and ethnic groups, and that risk factors include demographics, comorbidities, medications, and healthcare access.","Project Purpose(s)
Disease Focused Research (dementia)
Population Health","Scientific Approaches
We will define dementia as probable based on ICD codes and possible based on a combination of ICD codes, medication use and personal medical history. We will calculate the prevalence of dementias across racial and ethnic group compared to population estimates. We will compare risk factors of patients who have probable dementia versus possible dementia using logistic regression correcting for demographics. Risk factors tested will include drug exposures, lab measurement, demographics, health access, and other survey questions. We will compare risk factors across racial and ethnic groups.","Anticipated Findings
We expect to find that dementias are underdiagnosed the EHR, more so in underrepresented racial and ethnic groups, and that risk factors for underdiagnosis include demographics, comorbidities, medications, and healthcare access, which will differ across racial and ethnic groups. These findings may lead to racially and ethnically specific strategies to improve the early and appropriate diagnosis of dementias, which can initiate multi-disciplinary care and treatment.","Demographic Categories of Interest
Race / Ethnicity
Age
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Tim Chang
- Early Career Tenure-track Researcher, University of California, Los Angeles
Satpal Singh Wadhwa
- Mid-career Tenured Researcher, University of California, Los Angeles
Samantha Shah
- Project Personnel, University of California, Los Angeles
Joy Fu
- Graduate Trainee, University of California, Los Angeles"
Duplicate of Unmet caregiving needs of older adults with dementia - Delayed Care,"This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated…","Scientific Questions Being Studied
This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated with the healthcare utilization of older adults with dementia, including doctor visits, emergency room admissions, and hospitalizations? The expected increase in the number of older adults living with dementia has important implications for the demand for healthcare services and the need for informal care from family members.","Project Purpose(s)
Disease Focused Research (dementia)
Population Health
Social / Behavioral
Drug Development","Scientific Approaches
We will use the electronic health record data to create a cohort of All of Us participants aged 65 and older with an ICD code for dementia. We will use survey data for information on difficulty with daily activities (e.g., walking, bathing, errands) and supportive relationships (e.g., someone to help cook meals or provide transportation). We will use these survey data to determine the percentage of older adults with dementia that have difficulty with daily tasks but do not have supportive relationships (i.e., unmet caregiving needs). We will also use electronic health record data to identify the number of doctor visits, emergency room admissions, and hospitalizations over one year. We will perform regression analyses to determine if unmet caregiving needs are associated with the healthcare utilization of older adults with dementia.","Anticipated Findings
We expect that most (>50%) older adults with dementia will report having someone to help with daily activities. We hypothesize that unmet caregiving needs will be associated with fewer doctor visits but more emergency room admissions and hospitalizations. Our research will show how the availability of supportive relationships influences the healthcare use of older adults with dementia.","Demographic Categories of Interest
Age
Disability Status","Data Set Used
Controlled Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Collaborators:
Daniel Bao - Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Brian Downer - Early Career Tenure-track Researcher, University of Texas Medical Branch (UTMB) at Galveston
Suresh Bhavnani - Late Career Tenured Researcher, University of Texas Medical Branch (UTMB) at Galveston"
Unmet caregiving needs of older adults with dementia - Controlled Duplicate test,"This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated…","Scientific Questions Being Studied
This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated with the healthcare utilization of older adults with dementia, including doctor visits, emergency room admissions, and hospitalizations? The expected increase in the number of older adults living with dementia has important implications for the demand for healthcare services and the need for informal care from family members.","Project Purpose(s)
Disease Focused Research (dementia)
Population Health
Social / Behavioral
Drug Development","Scientific Approaches
We will use the electronic health record data to create a cohort of All of Us participants aged 65 and older with an ICD code for dementia. We will use survey data for information on difficulty with daily activities (e.g., walking, bathing, errands) and supportive relationships (e.g., someone to help cook meals or provide transportation). We will use these survey data to determine the percentage of older adults with dementia that have difficulty with daily tasks but do not have supportive relationships (i.e., unmet caregiving needs). We will also use electronic health record data to identify the number of doctor visits, emergency room admissions, and hospitalizations over one year. We will perform regression analyses to determine if unmet caregiving needs are associated with the healthcare utilization of older adults with dementia.","Anticipated Findings
We expect that most (>50%) older adults with dementia will report having someone to help with daily activities. We hypothesize that unmet caregiving needs will be associated with fewer doctor visits but more emergency room admissions and hospitalizations. Our research will show how the availability of supportive relationships influences the healthcare use of older adults with dementia.","Demographic Categories of Interest
Age
Disability Status","Data Set Used
Controlled Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Collaborators:
Daniel Bao - Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Brian Downer - Early Career Tenure-track Researcher, University of Texas Medical Branch (UTMB) at Galveston
Suresh Bhavnani - Late Career Tenured Researcher, University of Texas Medical Branch (UTMB) at Galveston"
Duplicate of Unmet caregiving needs of older adults with dementia,"This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated…","Scientific Questions Being Studied
This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated with the healthcare utilization of older adults with dementia, including doctor visits, emergency room admissions, and hospitalizations? The expected increase in the number of older adults living with dementia has important implications for the demand for healthcare services and the need for informal care from family members.","Project Purpose(s)
Disease Focused Research (dementia)
Population Health
Social / Behavioral","Scientific Approaches
We will use the electronic health record data to create a cohort of All of Us participants aged 65 and older with an ICD code for dementia. We will use survey data for information on difficulty with daily activities (e.g., walking, bathing, errands) and supportive relationships (e.g., someone to help cook meals or provide transportation). We will use these survey data to determine the percentage of older adults with dementia that have difficulty with daily tasks but do not have supportive relationships (i.e., unmet caregiving needs). We will also use electronic health record data to identify the number of doctor visits, emergency room admissions, and hospitalizations over one year. We will perform regression analyses to determine if unmet caregiving needs are associated with the healthcare utilization of older adults with dementia.","Anticipated Findings
We expect that most (>50%) older adults with dementia will report having someone to help with daily activities. We hypothesize that unmet caregiving needs will be associated with fewer doctor visits but more emergency room admissions and hospitalizations. Our research will show how the availability of supportive relationships influences the healthcare use of older adults with dementia.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston"
Unmet caregiving needs of older adults with dementia - Controlled Duplicate,"This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated…","Scientific Questions Being Studied
This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated with the healthcare utilization of older adults with dementia, including doctor visits, emergency room admissions, and hospitalizations? The expected increase in the number of older adults living with dementia has important implications for the demand for healthcare services and the need for informal care from family members.","Project Purpose(s)
Disease Focused Research (dementia)
Population Health
Social / Behavioral
Drug Development","Scientific Approaches
We will use the electronic health record data to create a cohort of All of Us participants aged 65 and older with an ICD code for dementia. We will use survey data for information on difficulty with daily activities (e.g., walking, bathing, errands) and supportive relationships (e.g., someone to help cook meals or provide transportation). We will use these survey data to determine the percentage of older adults with dementia that have difficulty with daily tasks but do not have supportive relationships (i.e., unmet caregiving needs). We will also use electronic health record data to identify the number of doctor visits, emergency room admissions, and hospitalizations over one year. We will perform regression analyses to determine if unmet caregiving needs are associated with the healthcare utilization of older adults with dementia.","Anticipated Findings
We expect that most (>50%) older adults with dementia will report having someone to help with daily activities. We hypothesize that unmet caregiving needs will be associated with fewer doctor visits but more emergency room admissions and hospitalizations. Our research will show how the availability of supportive relationships influences the healthcare use of older adults with dementia.","Demographic Categories of Interest
Age
Disability Status","Data Set Used
Controlled Tier","Research Team
Owner:
Daniel Bao
- Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Collaborators:
Weibin Zhang - Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Brian Downer - Early Career Tenure-track Researcher, University of Texas Medical Branch (UTMB) at Galveston
Suresh Bhavnani - Late Career Tenured Researcher, University of Texas Medical Branch (UTMB) at Galveston"
Unmet caregiving needs of older adults with dementia,"This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated…","Scientific Questions Being Studied
This project will describe the caregiving needs, social support, and healthcare use of older adults diagnosed with dementia. Our primary research questions are: (1) What percentage of older adults with dementia have unmet caregiving needs? (2) Are unmet needs associated with the healthcare utilization of older adults with dementia, including doctor visits, emergency room admissions, and hospitalizations? The expected increase in the number of older adults living with dementia has important implications for the demand for healthcare services and the need for informal care from family members.","Project Purpose(s)
Disease Focused Research (dementia)
Population Health
Social / Behavioral","Scientific Approaches
We will use the electronic health record data to create a cohort of All of Us participants aged 65 and older with an ICD code for dementia. We will use survey data for information on difficulty with daily activities (e.g., walking, bathing, errands) and supportive relationships (e.g., someone to help cook meals or provide transportation). We will use these survey data to determine the percentage of older adults with dementia that have difficulty with daily tasks but do not have supportive relationships (i.e., unmet caregiving needs). We will also use electronic health record data to identify the number of doctor visits, emergency room admissions, and hospitalizations over one year. We will perform regression analyses to determine if unmet caregiving needs are associated with the healthcare utilization of older adults with dementia.","Anticipated Findings
We expect that most (>50%) older adults with dementia will report having someone to help with daily activities. We hypothesize that unmet caregiving needs will be associated with fewer doctor visits but more emergency room admissions and hospitalizations. Our research will show how the availability of supportive relationships influences the healthcare use of older adults with dementia.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Brian Downer
- Early Career Tenure-track Researcher, University of Texas Medical Branch (UTMB) at Galveston
Collaborators:
Weibin Zhang - Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Daniel Bao - Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Suresh Bhavnani - Late Career Tenured Researcher, University of Texas Medical Branch (UTMB) at Galveston"
Dementia-Alzheimer's-CRP,"Do CRP levels change with age in dementia/Alzheimer's patients as opposed to controls? Associations have shown that these protein levels are increased in Alzheimer's patients, and this will help answer whether patients' CRP levels are elevated naturally or if it…","Scientific Questions Being Studied
Do CRP levels change with age in dementia/Alzheimer's patients as opposed to controls? Associations have shown that these protein levels are increased in Alzheimer's patients, and this will help answer whether patients' CRP levels are elevated naturally or if it is something that happens over time as a result of the disease progression.","Project Purpose(s)
Disease Focused Research (Dimentia/Alzheimer's)","Scientific Approaches
Datasets - AOU phenotyping and lab data Research methods and tools - clean and summarize lab data for CRP - average by decile of age and disease status and plot in R.","Anticipated Findings
I anticipate that CRP levels will be elevated in Alzheimer's after disease progression. This would help answer cause and effect of the two","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Slavina Goleva
- Research Fellow, National Human Genome Research Institute (NIH-NHGRI)
David Schlueter
- Research Fellow, National Human Genome Research Institute (NIH-NHGRI)"
AD,"Alzheimer’s disease (AD) is a leading cause of dementia and neurological disability in the aging population. For the proposed project, we will examine the associations between genetic, environmental, demographic and clinical factors and functional outcomes in people with Alzheimer’s disease.","Scientific Questions Being Studied
Alzheimer’s disease (AD) is a leading cause of dementia and neurological disability in the aging population. For the proposed project, we will examine the associations between genetic, environmental, demographic and clinical factors and functional outcomes in people with Alzheimer’s disease.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)
Educational","Scientific Approaches
In the proposed project, we will test the hypothesis that meaningful genetic, environmental, demographic and clinical factors can predict AD functional outcomes and disease trajectory. We will also examine how social determinants of health influence AD functional outcomes and disease trajectory. We will utilize data from the All of Us database with at least one of the International Classification of Disease (ICD) diagnosis codes for AD and related dementia.","Anticipated Findings
We anticipate that integrating genetic, environmental, demographic and clinical factors will predict AD functional outcomes and disease trajectory and these outcomes will differ by sex, race, ethnicity, and socioeconomic status.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Shruthi Venkatesh
- Graduate Trainee, University of Pittsburgh"
Sleep disorder and dementia across diverse racial and ethnic groups 6,"Poor sleep quality has been linked to worse cognitive function, but most research has been conducted in predominantly White samples. We will investigate whether poorer sleep quality is associated with lower levels of and faster declines in cognition and greater…","Scientific Questions Being Studied
Poor sleep quality has been linked to worse cognitive function, but most research has been conducted in predominantly White samples. We  will investigate whether poorer sleep quality is associated with lower levels of and faster declines in cognition and greater risk of dementia and whether these associations differ by race/ethnicity.  Findings of this study will provide implications for promoting cognitive health across diverse populations","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)
Population Health
Social / Behavioral","Scientific Approaches
We will explore the data to get a sense of the number of waves of variables that are available in the dataset. We will plan our analyses based on the data that are avaiable (e.g., cross-sectional vs. longitudinal).","Anticipated Findings
We expect to find that sleep disorders will be associated with increased risk of dementia and that the findings will be differed by race and ethnicity status. These findings will help us whether sleep treatments can be used to promote cognitive health across all race and ethnicity groups.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Ruijia Chen
- Research Fellow, University of California, San Francisco
Jingxuan Wang
- Graduate Trainee, University of California, San Francisco"
Hearing Loss and Cognition,"What is the relationship between hearing loss and cognition? Previous research suggests that hearing loss is associated with a higher risk of dementia. By investigating how demographics and various physical and mental illnesses may be associated with that relationship, we…","Scientific Questions Being Studied
What is the relationship between hearing loss and cognition? Previous research suggests that hearing loss is associated with a higher risk of dementia. By investigating how demographics and various physical and mental illnesses may be associated with that relationship,  we may be better able to target preventive care if a causal pathway exists.","Project Purpose(s)
Disease Focused Research (Hearing Loss, Dementia)
Social / Behavioral","Scientific Approaches
I plan to use datasets consisting of individuals with audiometric data and will use linear regression analysis to characterize the relationship between hearing loss and cognition.","Anticipated Findings
I hypothesize that hearing loss is associated with higher risk of dementia. Further characterization of this relationship would help craft preventive strategies to improve hearing and/or cognitive outcomes.","Demographic Categories of Interest
Disability Status","Data Set Used
Controlled Tier","Research Team
Owner:
Michael Denham
- Graduate Trainee, Columbia University"
